run,document,figure,status,reflabel,refstart,refend,reftext,reftype,reftype_eqclass,hyplabel,hypstart,hypend,hyptext,hyptype,hyptype_eqclass
system1,5282834,Figure 7-A,missing,organism_or_species,57,61,mice,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5282834,Figure 7-A,match,gene_or_protein,93,98,FBXO7,NCBI gene:69754,NCBI gene:69754,gene_or_protein,93,98,FBXO7,NCBI gene:38443,NCBI gene:38443|Uniprot:Q8SX86
system1,5282834,Figure 7-B,missing,gene_or_protein,38,40,TH,NCBI gene:21823,NCBI gene:21823,,,,,,
system1,5282834,Figure 7-B,missing,gene_or_protein,49,51,TH,NCBI gene:21823,NCBI gene:21823,,,,,,
system1,5282834,Figure 7-B,missing,organism_or_species,62,66,mice,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5282834,Figure 7-C,missing,gene_or_protein,69,71,TH,NCBI gene:21823,NCBI gene:21823,,,,,,
system1,5282834,Figure 7-C,missing,gene_or_protein,80,82,TH,NCBI gene:21823,NCBI gene:21823,,,,,,
system1,5282834,Figure 7-C,missing,organism_or_species,93,97,mice,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5282834,Figure 7-D,missing,gene_or_protein,43,45,TH,NCBI gene:21823,NCBI gene:21823,,,,,,
system1,5282834,Figure 7-D,missing,gene_or_protein,54,56,TH,NCBI gene:21823,NCBI gene:21823,,,,,,
system1,5282834,Figure 7-D,missing,organism_or_species,67,71,mice,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5282834,Figure 7-E-F,missing,gene_or_protein,62,64,TH,NCBI gene:21823,NCBI gene:21823,,,,,,
system1,5282834,Figure 7-E-F,missing,gene_or_protein,73,75,TH,NCBI gene:21823,NCBI gene:21823,,,,,,
system1,5282834,Figure 7-E-F,missing,organism_or_species,86,90,mice,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5282834,Figure 7-G,missing,gene_or_protein,31,33,TH,NCBI gene:21823,NCBI gene:21823,,,,,,
system1,5282834,Figure 7-G,missing,gene_or_protein,42,44,TH,NCBI gene:21823,NCBI gene:21823,,,,,,
system1,5282834,Figure 7-G,missing,organism_or_species,55,59,mice,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5282834,Figure 7-H,missing,gene_or_protein,36,38,TH,NCBI gene:21823,NCBI gene:21823,,,,,,
system1,5282834,Figure 7-H,missing,gene_or_protein,47,49,TH,NCBI gene:21823,NCBI gene:21823,,,,,,
system1,5282834,Figure 7-H,missing,organism_or_species,60,64,mice,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5282834,Figure 7-I,missing,gene_or_protein,39,41,TH,NCBI gene:21823,NCBI gene:21823,,,,,,
system1,5282834,Figure 7-I,missing,gene_or_protein,50,52,TH,NCBI gene:21823,NCBI gene:21823,,,,,,
system1,5282834,Figure 7-I,missing,organism_or_species,63,67,mice,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5282834,Figure 7-J-M,missing,gene_or_protein,93,95,TH,NCBI gene:21823,NCBI gene:21823,,,,,,
system1,5282834,Figure 7-J-M,missing,gene_or_protein,104,106,TH,NCBI gene:21823,NCBI gene:21823,,,,,,
system1,5282834,Figure 7-J-M,missing,organism_or_species,117,121,mice,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5282834,Figure 8-A,missing,gene_or_protein,41,43,TH,NCBI gene:21823,NCBI gene:21823,,,,,,
system1,5282834,Figure 8-A,missing,gene_or_protein,52,54,TH,NCBI gene:21823,NCBI gene:21823,,,,,,
system1,5282834,Figure 8-A,missing,tissue_or_organ,65,74,midbrains,Uberon:UBERON:0001891,Uberon:UBERON:0001891,,,,,,
system1,5282834,Figure 8-A,missing,gene_or_protein,98,100,TH,Uniprot:P24529,Uniprot:P24529,,,,,,
system1,5282834,Figure 8-B-C,missing,gene_or_protein,45,47,TH,Uniprot:P24529,Uniprot:P24529,,,,,,
system1,5282834,Figure 8-B-C,missing,tissue_or_organ,81,97,substantia nigra,Uberon:UBERON:0002038,Uberon:UBERON:0002038,,,,,,
system1,5282834,Figure 8-B-C,missing,gene_or_protein,156,158,TH,Uniprot:P24529,Uniprot:P24529,,,,,,
system1,5282834,Figure 8-B-C,missing,gene_or_protein,167,169,TH,Uniprot:P24529,Uniprot:P24529,,,,,,
system1,5282834,Figure 8-B-C,missing,organism_or_species,180,184,mice,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5282834,Figure 8-D-G,missing,tissue_or_organ,16,24,Striatal,Uberon:UBERON:0002435,Uberon:UBERON:0002435,,,,,,
system1,5282834,Figure 8-D-G,missing,gene_or_protein,41,43,TH,NCBI gene:21823,NCBI gene:21823,,,,,,
system1,5282834,Figure 8-D-G,missing,gene_or_protein,52,54,TH,NCBI gene:21823,NCBI gene:21823,,,,,,
system1,5282834,Figure 8-D-G,missing,organism_or_species,65,69,mice,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5282834,Figure 8-D-G,missing,small_molecule,114,122,dopamine,CHEBI:18243,CHEBI:18243,,,,,,
system1,5282834,Figure 8-D-G,missing,small_molecule,128,158,"3,4-dihydroxyphenylacetic acid",CHEBI:41941,CHEBI:41941,,,,,,
system1,5282834,Figure 8-D-G,missing,small_molecule,160,165,DOPAC,CHEBI:41941,CHEBI:41941,,,,,,
system1,5282834,Figure 8-D-G,missing,small_molecule,175,192,homovanillic acid,CHEBI:545959,CHEBI:545959,,,,,,
system1,5282834,Figure 8-D-G,missing,small_molecule,194,197,HVA,CHEBI:545959,CHEBI:545959,,,,,,
system1,5282834,Figure 8-H,missing,gene_or_protein,28,30,TH,NCBI gene:21823,NCBI gene:21823,,,,,,
system1,5282834,Figure 8-H,missing,gene_or_protein,39,41,TH,Uniprot:P24529,Uniprot:P24529,,,,,,
system1,5282834,Figure 8-H,missing,tissue_or_organ,52,60,striatal,Uberon:UBERON:0002435,Uberon:UBERON:0002435,,,,,,
system1,5282834,Figure 8-H,missing,gene_or_protein,93,95,TH,Uniprot:P24529,Uniprot:P24529,,,,,,
system1,5282834,Figure 8-I,missing,tissue_or_organ,27,35,midbrain,Uberon:UBERON:0001891,Uberon:UBERON:0001891,,,,,,
system1,5282834,Figure 8-I,missing,gene_or_protein,44,46,TH,NCBI gene:21823,NCBI gene:21823,,,,,,
system1,5282834,Figure 8-I,missing,gene_or_protein,55,57,TH,Uniprot:P24529,Uniprot:P24529,,,,,,
system1,5282834,Figure 8-I,missing,organism_or_species,68,72,mice,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5282834,Figure 8-I,missing,gene_or_protein,83,85,TH,Uniprot:P24529,Uniprot:P24529,,,,,,
system1,5282834,Figure 8-I,match,gene_or_protein,90,94,GFAP,Uniprot:P03995,NCBI gene:14580|Uniprot:P03995,gene_or_protein,90,94,GFAP,Uniprot:P47819,Uniprot:P47819
system1,5282834,Figure 8-I,match,gene_or_protein,134,138,GFAP,Uniprot:P03995,NCBI gene:14580|Uniprot:P03995,gene_or_protein,134,138,GFAP,Uniprot:P47819,Uniprot:P47819
system1,5282836,Figure 1-A,missing,tissue_or_organ,43,63,midbrain floor-plate,Uberon:UBERON:0003307,Uberon:UBERON:0003307,,,,,,
system1,5282836,Figure 1-A,missing,tissue_or_organ,71,90,midbrain roof-plate,Uberon:UBERON:0003299,Uberon:UBERON:0003299,,,,,,
system1,5282836,Figure 1-A,match,gene_or_protein,175,179,Pbx1,NCBI gene:18514,NCBI gene:18514,gene_or_protein,175,179,Pbx1,NCBI gene:18514,NCBI gene:18514
system1,5282836,Figure 1-A,missing,gene_or_protein,226,228,Th,NCBI gene:21823,NCBI gene:21823,,,,,,
system1,5282836,Figure 1-A,missing,gene_or_protein,233,238,Pitx3,NCBI gene:18742,NCBI gene:18742,,,,,,
system1,5282836,Figure 1-A,match,gene_or_protein,256,260,Pbx3,NCBI gene:18516,NCBI gene:18516,gene_or_protein,256,260,Pbx3,Uniprot:O35317,Uniprot:O35317
system1,5282836,Figure 1-A,missing,gene_or_protein,292,296,Gdf7,NCBI gene:238057,NCBI gene:238057,,,,,,
system1,5282836,Figure 1-A,missing,gene_or_protein,301,305,Wnt1,NCBI gene:22408,NCBI gene:22408,,,,,,
system1,5282836,Figure 1-B,match,gene_or_protein,4,8,Pbx1,NCBI gene:18514,NCBI gene:18514,gene_or_protein,4,8,Pbx1,NCBI gene:18514,NCBI gene:18514
system1,5282836,Figure 1-B,missing,tissue_or_organ,29,46,intermediate zone,Uberon:UBERON:0003307,Uberon:UBERON:0003307,,,,,,
system1,5282836,Figure 1-B,missing,tissue_or_organ,56,70,marginal zones,Uberon:UBERON:0003307,Uberon:UBERON:0003307,,,,,,
system1,5282836,Figure 1-B,missing,tissue_or_organ,89,105,ventricular zone,Uberon:UBERON:0003307,Uberon:UBERON:0003307,,,,,,
system1,5282836,Figure 1-C,missing,gene_or_protein,4,8,PBX1,Uniprot:P41778,Uniprot:P41778,,,,,,
system1,5282836,Figure 1-C,missing,gene_or_protein,61,66,LMX1a,Uniprot:Q9JKU8,Uniprot:Q9JKU8,,,,,,
system1,5282836,Figure 1-C,missing,gene_or_protein,117,119,TH,Uniprot:P24529,Uniprot:P24529,,,,,,
system1,5282836,Figure 1-C,missing,cell_type_or_line,122,133,mDA neurons,CL:0000700,CL:0000700,,,,,,
system1,5282836,Figure 1-C,missing,gene_or_protein,154,158,PBX1,Uniprot:P41778,Uniprot:P41778,,,,,,
system1,5282836,Figure 1-C,missing,cell_type_or_line,177,188,mDA neurons,CL:0000700,CL:0000700,,,,,,
system1,5282836,Figure 1-C,missing,gene_or_protein,202,206,PBX1,Uniprot:P41778,Uniprot:P41778,,,,,,
system1,5282836,Figure 1-C,missing,gene_or_protein,218,220,TH,Uniprot:P24529,Uniprot:P24529,,,,,,
system1,5282836,Figure 1-D,missing,gene_or_protein,14,18,PBX1,Uniprot:P41778,Uniprot:P41778,,,,,,
system1,5282836,Figure 1-D,match,gene_or_protein,54,59,NURR1,Uniprot:Q06219,NCBI gene:18227|Uniprot:Q06219,gene_or_protein,54,59,NURR1,Uniprot:P43354,Uniprot:P43354
system1,5282836,Figure 1-D,missing,cell_type_or_line,61,72,neuroblasts,CL:0000031,CL:0000031,,,,,,
system1,5282836,Figure 1-D,match,gene_or_protein,88,93,NURR1,Uniprot:Q06219,NCBI gene:18227|Uniprot:Q06219,gene_or_protein,88,93,NURR1,Uniprot:P43354,Uniprot:P43354
system1,5282836,Figure 1-D,missing,gene_or_protein,94,96,TH,Uniprot:P24529,Uniprot:P24529,,,,,,
system1,5282836,Figure 1-D,missing,cell_type_or_line,98,109,mDA neurons,CL:0000700,CL:0000700,,,,,,
system1,5282836,Figure 1-E,missing,gene_or_protein,4,8,PBX1,Uniprot:P41778,Uniprot:P41778,,,,,,
system1,5282836,Figure 1-E,missing,gene_or_protein,27,32,PITX3,Uniprot:O35160,Uniprot:O35160,,,,,,
system1,5282836,Figure 1-E,match,gene_or_protein,76,81,NURR1,Uniprot:Q06219,NCBI gene:18227|Uniprot:Q06219,gene_or_protein,76,81,NURR1,Uniprot:P43354,Uniprot:P43354
system1,5282836,Figure 1-E,missing,gene_or_protein,82,87,PITX3,Uniprot:O35160,Uniprot:O35160,,,,,,
system1,5282836,Figure 1-E,missing,cell_type_or_line,101,112,neuroblasts,CL:0000031,CL:0000031,,,,,,
system1,5282836,Figure 1-E,missing,cell_type_or_line,211,222,neuroblasts,CL:0000031,CL:0000031,,,,,,
system1,5282836,Figure 1-E,match,gene_or_protein,224,229,NURR1,Uniprot:Q06219,NCBI gene:18227|Uniprot:Q06219,gene_or_protein,224,229,NURR1,Uniprot:P43354,Uniprot:P43354
system1,5282836,Figure 1-E,match,gene_or_protein,230,235,PBX1A,Uniprot:P41778,Uniprot:P41778,gene_or_protein,230,235,PBX1A,Uniprot:P41778,Uniprot:P41778
system1,5282836,Figure 1-E,missing,gene_or_protein,236,241,PITX3,Uniprot:O35160,Uniprot:O35160,,,,,,
system1,5282836,Figure 1-E,missing,cell_type_or_line,267,278,neuroblasts,CL:0000031,CL:0000031,,,,,,
system1,5282836,Figure 1-E,match,gene_or_protein,280,285,NURR1,Uniprot:Q06219,NCBI gene:18227|Uniprot:Q06219,gene_or_protein,280,285,NURR1,Uniprot:P43354,Uniprot:P43354
system1,5282836,Figure 1-E,match,gene_or_protein,286,291,PBX1A,Uniprot:P41778,Uniprot:P41778,gene_or_protein,286,291,PBX1A,Uniprot:P41778,Uniprot:P41778
system1,5282836,Figure 1-E,missing,gene_or_protein,292,297,PITX3,Uniprot:O35160,Uniprot:O35160,,,,,,
system1,5282836,Figure 1-E,missing,cell_type_or_line,333,344,neuroblasts,CL:0000031,CL:0000031,,,,,,
system1,5282836,Figure 1-E,missing,cell_type_or_line,345,356,mDA neurons,CL:0000700,CL:0000700,,,,,,
system1,5282836,Figure 1-E,match,gene_or_protein,358,363,NURR1,Uniprot:Q06219,NCBI gene:18227|Uniprot:Q06219,gene_or_protein,358,363,NURR1,Uniprot:P43354,Uniprot:P43354
system1,5282836,Figure 1-E,match,gene_or_protein,364,369,PBX1A,Uniprot:P41778,Uniprot:P41778,gene_or_protein,364,369,PBX1A,Uniprot:P41778,Uniprot:P41778
system1,5282836,Figure 1-E,missing,gene_or_protein,370,375,PITX3,Uniprot:O35160,Uniprot:O35160,,,,,,
system1,5282836,Figure 1-E,missing,cellular_component,391,398,Nuclear,GO:0005634,GO:0005634,,,,,,
system1,5282836,Figure 2-A,spurious,,,,,,,gene_or_protein,4,9,PBX1A,Uniprot:P41778,Uniprot:P41778
system1,5282836,Figure 2-A,spurious,,,,,,,gene_or_protein,44,49,NURR1,Uniprot:P43354,Uniprot:P43354
system1,5282836,Figure 2-C,missing,organism_or_species,57,62,human,NCBI taxon:9606,NCBI taxon:9606,,,,,,
system1,5282836,Figure 2-C,missing,tissue_or_organ,63,65,VM,Uberon:UBERON:0001891,Uberon:UBERON:0001891,,,,,,
system1,5282836,Figure 2-C,missing,cell_type_or_line,90,94,mDAn,CL:0000700,CL:0000700,,,,,,
system1,5282836,Figure 2-C,missing,gene_or_protein,112,116,PBX1,Uniprot:P40424,Uniprot:P40424,,,,,,
system1,5282836,Figure 2-C,missing,organism_or_species,210,216,humans,NCBI taxon:9606,NCBI taxon:9606,,,,,,
system1,5282836,Figure 2-D,missing,gene_or_protein,4,8,PBX1,Uniprot:P41778,Uniprot:P41778,,,,,,
system1,5282836,Figure 2-D,missing,gene_or_protein,28,30,TH,Uniprot:P24529,Uniprot:P24529,,,,,,
system1,5282836,Figure 2-D,missing,cell_type_or_line,38,49,mDA neurons,CL:0000700,CL:0000700,,,,,,
system1,5282836,Figure 2-D,missing,tissue_or_organ,57,73,substantia nigra,Uberon:UBERON:0002038,Uberon:UBERON:0002038,,,,,,
system1,5282836,Figure 2-D,missing,tissue_or_organ,83,105,ventral tegmental area,Uberon:UBERON:0002691,Uberon:UBERON:0002691,,,,,,
system1,5282836,Figure 3-A,missing,gene_or_protein,105,107,TH,Uniprot:P24529,Uniprot:P24529,,,,,,
system1,5282836,Figure 3-A,match,gene_or_protein,128,132,Pbx1,NCBI gene:18514,NCBI gene:18514,gene_or_protein,128,132,Pbx1,NCBI gene:18514,NCBI gene:18514
system1,5282836,Figure 3-A,missing,organism_or_species,136,143,embryos,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5282836,Figure 3-A,match,gene_or_protein,157,161,Pbx1,NCBI gene:18514,NCBI gene:18514,gene_or_protein,157,161,Pbx1,NCBI gene:18514,NCBI gene:18514
system1,5282836,Figure 3-A,match,gene_or_protein,190,195,NURR1,Uniprot:Q06219,NCBI gene:18227|Uniprot:Q06219,gene_or_protein,190,195,NURR1,Uniprot:P43354,Uniprot:P43354
system1,5282836,Figure 3-A,missing,cell_type_or_line,196,207,neuroblasts,CL:0000031,CL:0000031,,,,,,
system1,5282836,Figure 3-A,missing,gene_or_protein,220,222,TH,Uniprot:P24529,Uniprot:P24529,,,,,,
system1,5282836,Figure 3-A,missing,cell_type_or_line,223,230,neurons,CL:0000540,CL:0000540,,,,,,
system1,5282836,Figure 3-A,match,gene_or_protein,257,261,Pbx1,NCBI gene:18514,NCBI gene:18514,gene_or_protein,257,261,Pbx1,NCBI gene:18514,NCBI gene:18514
system1,5282836,Figure 3-A,match,gene_or_protein,303,308,NURR1,Uniprot:Q06219,NCBI gene:18227|Uniprot:Q06219,gene_or_protein,303,308,NURR1,Uniprot:P43354,Uniprot:P43354
system1,5282836,Figure 3-A,missing,cell_type_or_line,309,320,neuroblasts,CL:0000031,CL:0000031,,,,,,
system1,5282836,Figure 3-B,match,gene_or_protein,12,16,PBX3,Uniprot:O35317,Uniprot:O35317,gene_or_protein,12,16,PBX3,Uniprot:O35317,Uniprot:O35317
system1,5282836,Figure 3-B,missing,tissue_or_organ,64,66,VM,Uberon:UBERON:0001891,Uberon:UBERON:0001891,,,,,,
system1,5282836,Figure 3-B,match,gene_or_protein,70,74,Pbx1,NCBI gene:18514,NCBI gene:18514,gene_or_protein,70,74,Pbx1,NCBI gene:18514,NCBI gene:18514
system1,5282836,Figure 3-B,missing,organism_or_species,78,82,mice,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5282836,Figure 3-B,match,gene_or_protein,129,133,PBX1,Uniprot:P41778,Uniprot:P41778,gene_or_protein,129,133,PBX1,NCBI gene:18514,NCBI gene:18514
system1,5282836,Figure 3-B,match,gene_or_protein,137,141,Pbx3,Uniprot:O35317,Uniprot:O35317,gene_or_protein,137,141,Pbx3,Uniprot:O35317,Uniprot:O35317
system1,5282836,Figure 3-C,match,gene_or_protein,125,129,Pbx1,NCBI gene:18514,NCBI gene:18514,gene_or_protein,125,129,Pbx1,NCBI gene:18514,NCBI gene:18514
system1,5282836,Figure 3-C,match,gene_or_protein,134,138,Pbx3,NCBI gene:18516,NCBI gene:18516,gene_or_protein,134,138,Pbx3,Uniprot:O35317,Uniprot:O35317
system1,5282836,Figure 3-C,match,gene_or_protein,145,149,Pbx1,NCBI gene:18514,NCBI gene:18514,gene_or_protein,145,149,Pbx1,NCBI gene:18514,NCBI gene:18514
system1,5282836,Figure 3-C,match,gene_or_protein,159,163,Pbx3,NCBI gene:18516,NCBI gene:18516,gene_or_protein,159,163,Pbx3,Uniprot:O35317,Uniprot:O35317
system1,5282836,Figure 3-C,missing,gene_or_protein,167,169,Th,Uniprot:P24529,Uniprot:P24529,,,,,,
system1,5282836,Figure 3-C,missing,gene_or_protein,179,182,ERT,NCBI gene:13982|NCBI gene:13983,NCBI gene:13983|Uniprot:O08537|NCBI gene:13982|Uniprot:P19785,,,,,,
system1,5282836,Figure 3-C,missing,gene_or_protein,206,211,PITX3,Uniprot:O35160,Uniprot:O35160,,,,,,
system1,5282836,Figure 3-C,missing,tissue_or_organ,229,231,VM,Uberon:UBERON:0001891,Uberon:UBERON:0001891,,,,,,
system1,5282836,Figure 3-C,match,gene_or_protein,251,256,NURR1,Uniprot:Q06219,NCBI gene:18227|Uniprot:Q06219,gene_or_protein,251,256,NURR1,Uniprot:P43354,Uniprot:P43354
system1,5282836,Figure 3-C,match,gene_or_protein,317,321,Pbx1,NCBI gene:18514,NCBI gene:18514,gene_or_protein,317,321,Pbx1,NCBI gene:18514,NCBI gene:18514
system1,5282836,Figure 3-C,match,gene_or_protein,328,332,Pbx3,NCBI gene:18516,NCBI gene:18516,gene_or_protein,328,332,Pbx3,Uniprot:O35317,Uniprot:O35317
system1,5282836,Figure 3-C,missing,gene_or_protein,336,338,Th,NCBI gene:21823,NCBI gene:21823,,,,,,
system1,5282836,Figure 3-C,missing,gene_or_protein,348,351,ERT,NCBI gene:13982|NCBI gene:13983,NCBI gene:13983|Uniprot:O08537|NCBI gene:13982|Uniprot:P19785,,,,,,
system1,5282836,Figure 3-D,missing,gene_or_protein,37,39,TH,Uniprot:P24529,Uniprot:P24529,,,,,,
system1,5282836,Figure 3-D,missing,gene_or_protein,42,47,PITX3,Uniprot:O35160,Uniprot:O35160,,,,,,
system1,5282836,Figure 3-D,match,gene_or_protein,53,58,NURR1,Uniprot:Q06219,NCBI gene:18227|Uniprot:Q06219,gene_or_protein,53,58,NURR1,Uniprot:P43354,Uniprot:P43354
system1,5282836,Figure 3-D,missing,organism_or_species,118,125,embryos,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5282836,Figure 3-D,match,gene_or_protein,153,158,NURR1,Uniprot:Q06219,NCBI gene:18227|Uniprot:Q06219,gene_or_protein,153,158,NURR1,Uniprot:P43354,Uniprot:P43354
system1,5282836,Figure 3-D,missing,cellular_component,159,165,nuclei,GO:0005634,GO:0005634,,,,,,
system1,5282836,Figure 3-D,missing,organism_or_species,186,193,embryos,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5282836,Figure 3-E,missing,gene_or_protein,24,26,TH,Uniprot:P24529,Uniprot:P24529,,,,,,
system1,5282836,Figure 3-E,missing,cell_type_or_line,28,39,mDA neurons,CL:0000700,CL:0000700,,,,,,
system1,5282836,Figure 3-E,missing,gene_or_protein,93,98,CASP3,Uniprot:P70677,NCBI gene:12367|Uniprot:P70677,,,,,,
system1,5282836,Figure 3-E,missing,organism_or_species,113,120,embryos,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5282836,Figure 3-E,missing,organism_or_species,138,142,mice,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5282836,Figure 4-B-C,match,gene_or_protein,77,81,PBX1,Uniprot:P40424,Uniprot:P40424,gene_or_protein,77,81,PBX1,NCBI gene:18514,NCBI gene:18514
system1,5282836,Figure 4-B-C,missing,gene_or_protein,121,123,TH,Uniprot:P07101,Uniprot:P07101,,,,,,
system1,5282836,Figure 4-B-C,missing,cell_type_or_line,124,131,neurons,CL:0000540,CL:0000540,,,,,,
system1,5282836,Figure 4-B-C,missing,cell_type_or_line,167,171,hNES,CL:0002259,CL:0002259,,,,,,
system1,5282836,Figure 4-B-C,missing,cell_type_or_line,202,232,induced pluripotent stem cells,CL:0002248,CL:0002248,,,,,,
system1,5282836,Figure 4-B-C,missing,gene_or_protein,322,324,TH,Uniprot:P07101,Uniprot:P07101,,,,,,
system1,5282836,Figure 4-B-C,match,gene_or_protein,353,357,PBX1,NCBI gene:5087,NCBI gene:5087,gene_or_protein,353,357,PBX1,NCBI gene:18514,NCBI gene:18514
system1,5282836,Figure 4-D,missing,gene_or_protein,4,6,TH,Uniprot:P07101,Uniprot:P07101,,,,,,
system1,5282836,Figure 4-D,match,gene_or_protein,30,34,PBX1,NCBI gene:5087,NCBI gene:5087,gene_or_protein,30,34,PBX1,NCBI gene:18514,NCBI gene:18514
system1,5282836,Figure 4-D,missing,cell_type_or_line,50,54,hNES,CL:0002259,CL:0002259,,,,,,
system1,5282836,Figure 4-D,missing,gene_or_protein,105,110,LMX1A,Uniprot:Q8TE12,NCBI gene:4009|Uniprot:Q8TE12,,,,,,
system1,5282836,Figure 4-D,missing,gene_or_protein,115,120,PITX3,Uniprot:O75364,Uniprot:O75364,,,,,,
system1,5282836,Figure 5-B,match,gene_or_protein,30,34,PBX1,Uniprot:P41778,Uniprot:P41778,gene_or_protein,30,34,PBX1,NCBI gene:18514,NCBI gene:18514
system1,5282836,Figure 5-B,missing,cellular_component,56,59,IgG,GO:0071735,GO:0071735,,,,,,
system1,5282836,Figure 5-C,missing,tissue_or_organ,296,298,VM,Uberon:UBERON:0001891,Uberon:UBERON:0001891,,,,,,
system1,5282836,Figure 5-C,match,gene_or_protein,361,365,PBX1,Uniprot:P41778,Uniprot:P41778,gene_or_protein,361,365,PBX1,NCBI gene:18514,NCBI gene:18514
system1,5282836,Figure 5-E,match,gene_or_protein,40,44,PBX1,Uniprot:P41778,Uniprot:P41778,gene_or_protein,40,44,PBX1,NCBI gene:18514,NCBI gene:18514
system1,5282836,Figure 5-E,missing,gene_or_protein,103,108,Pitx3,NCBI gene:18742,NCBI gene:18742,,,,,,
system1,5282836,Figure 5-E,missing,gene_or_protein,110,115,Pitx3,NCBI gene:18742,NCBI gene:18742,,,,,,
system1,5282836,Figure 5-E,missing,gene_or_protein,116,120,Gbf1,NCBI gene:107338,NCBI gene:107338,,,,,,
system1,5282836,Figure 5-E,missing,gene_or_protein,123,130,Onecut2,NCBI gene:225631,NCBI gene:225631,,,,,,
system1,5282836,Figure 5-E,missing,gene_or_protein,134,140,Nfe2l1,NCBI gene:18023,NCBI gene:18023,,,,,,
system1,5282836,Figure 5-E,missing,gene_or_protein,211,216,Lrp1b,NCBI gene:94217,NCBI gene:94217,,,,,,
system1,5282836,Figure 5-F-G,missing,gene_or_protein,25,30,Pitx3,Uniprot:O35160,Uniprot:O35160,,,,,,
system1,5282836,Figure 5-F-G,missing,gene_or_protein,35,42,Onecut2,Uniprot:Q6XBJ3,Uniprot:Q6XBJ3,,,,,,
system1,5282836,Figure 5-F-G,match,gene_or_protein,46,50,PBX1,NCBI gene:18514,NCBI gene:18514,gene_or_protein,46,50,PBX1,NCBI gene:18514,NCBI gene:18514
system1,5282836,Figure 5-F-G,match,gene_or_protein,68,72,Pbx1,NCBI gene:18514,NCBI gene:18514,gene_or_protein,68,72,Pbx1,NCBI gene:18514,NCBI gene:18514
system1,5282836,Figure 5-F-G,match,gene_or_protein,76,80,Pbx3,NCBI gene:18516,NCBI gene:18516,gene_or_protein,76,80,Pbx3,Uniprot:O35317,Uniprot:O35317
system1,5282836,Figure 5-F-G,missing,organism_or_species,91,98,embryos,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5282836,Figure 5-F-G,match,gene_or_protein,132,136,Pbx1,NCBI gene:18514,NCBI gene:18514,gene_or_protein,132,136,Pbx1,NCBI gene:18514,NCBI gene:18514
system1,5282836,Figure 5-F-G,missing,gene_or_protein,252,257,PITX3,Uniprot:O35160,Uniprot:O35160,,,,,,
system1,5282836,Figure 5-F-G,missing,gene_or_protein,272,277,PITX3,Uniprot:O35160,Uniprot:O35160,,,,,,
system1,5282836,Figure 5-F-G,match,gene_or_protein,293,297,Pbx1,NCBI gene:18514,NCBI gene:18514,gene_or_protein,293,297,Pbx1,NCBI gene:18514,NCBI gene:18514
system1,5282836,Figure 5-F-G,match,gene_or_protein,301,305,Pbx3,NCBI gene:18516,NCBI gene:18516,gene_or_protein,301,305,Pbx3,Uniprot:O35317,Uniprot:O35317
system1,5282836,Figure 5-F-G,missing,organism_or_species,309,316,embryos,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,5282836,Figure 5-F-G,missing,tissue_or_organ,356,367,basal plate,Uberon:UBERON:0010285,Uberon:UBERON:0010285,,,,,,
system1,5282836,Figure 5-F-G,missing,tissue_or_organ,384,391,midline,Uberon:UBERON:0001891,Uberon:UBERON:0001891,,,,,,
system1,5282836,Figure 5-F-G,missing,gene_or_protein,450,457,ONECUT2,Uniprot:Q6XBJ3,Uniprot:Q6XBJ3,,,,,,
system1,5282836,Figure 5-F-G,missing,gene_or_protein,458,460,TH,Uniprot:P24529,Uniprot:P24529,,,,,,
system1,5282836,Figure 5-F-G,missing,tissue_or_organ,513,516,mFP,Uberon:UBERON:0003307,Uberon:UBERON:0003307,,,,,,
